# Time,Day_of_week,Age_band_of_driver,Sex_of_driver,Educational_level,Vehicle_driver_relation,Driving_experience,Type_of_vehicle,Owner_of_vehicle,Service_year_of_vehicle,Defect_of_vehicle,Area_accident_occured,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Casualty_class,Sex_of_casualty,Age_band_of_casualty,Casualty_severity,Work_of_casuality,Fitness_of_casuality,Pedestrian_movement,Cause_of_accident,Accident_severity
17,saturday,adult,male,elementary,employee,junior,truck,owner,aged,unknown,other,other,tangent flat,no junction,other,wet,daylight,normal,vehicle,1,1,rollover,pedestrian,male,minor,3,driver,deaf,none,lane violation,slight
0,sunday,young,male,elementary,employee,unknown,horse,unknown,unknown,unknown,residential,undivided,tangent flat,no junction,asphalt,dry,lights,normal,vehicle,1,3,backward,unknown,unknown,unknown,unknown,driver,normal,none,careless,slight
0,sunday,young,male,junior high,employee,junior,car,owner,used,no,church,undivided,tangent flat,no junction,asphalt,dry,lights,normal,vehicle,1,3,straight,driver,male,young,3,self-employed,normal,none,lane violation,slight
0,sunday,young,male,unknown,employee,experienced,car,owner,used,unknown,office,double carriageway,tangent flat,no junction,asphalt,dry,lights,normal,pedestrian,1,3,straight,passenger,male,minor,3,self-employed,normal,none,careless,slight
15,wednesday,adult,male,elementary,owner,junior,car,owner,used,unknown,church,other,tangent flat,crossing,asphalt,dry,daylight,normal,vehicle,1,1,rollover,unknown,unknown,unknown,unknown,driver,normal,none,pedestrian violation,slight
18,saturday,minor,male,junior high,employee,experienced,other,owner,used,unknown,other,twoway broken lines,tangent flat,y shape,asphalt,wet,lights,raining,vehicle,2,1,backward,driver,male,senior,3,driver,normal,none,careless,slight
18,saturday,young,male,junior high,employee,intermediate,truck,owner,unknown,unknown,unknown,other,tangent flat,y shape,asphalt,wet,lights,raining,roadside object,2,1,straight,driver,male,adult,3,unknown,unknown,none,lane change right,slight
5,friday,adult,male,junior high,employee,intermediate,truck,owner,recent,unknown,school,other,downhill,no junction,asphalt,wet,darkness,normal,vehicle,1,1,straight,driver,male,senior,3,driver,normal,none,backward,serious
12,saturday,young,unknown,junior high,employee,experienced,truck,owner,old,unknown,office,twoway broken lines,tangent grade,crossing,dirt,dry,daylight,normal,vehicle,1,1,straight,driver,male,senior,3,driver,normal,none,careless,slight
22,friday,adult,male,junior high,owner,novice,car,owner,new,unknown,other,other,downhill,no junction,asphalt,dry,lights,normal,pedestrian,1,1,backward,unknown,unknown,unknown,unknown,student,normal,none,lane change right,slight
6,friday,adult,male,high school,employee,novice,bus,owner,unknown,unknown,office,undivided,tangent flat,crossing,asphalt,wet,lights,raining,vehicle,2,1,straight,driver,female,young,3,employee,normal,none,careless,serious
6,friday,adult,male,junior high,employee,unknown,car,owner,unknown,unknown,other,undivided,tangent flat,crossing,asphalt,wet,lights,raining,vehicle,2,1,straight,passenger,male,minor,3,driver,normal,none,careless,serious
17,thursday,minor,male,junior high,employee,novice,bus,owner,used,unknown,other,twoway broken lines,tangent flat,no junction,asphalt,wet,lights,normal,pedestrian,1,2,straight,pedestrian,male,adult,3,other,normal,none,careless,serious
17,thursday,minor,male,junior high,employee,intermediate,truck,owner,unknown,unknown,office,undivided,tangent flat,no junction,asphalt,wet,lights,normal,pedestrian,1,2,parked,unknown,unknown,unknown,unknown,unknown,normal,none,lane change right,serious
4,friday,young,unknown,junior high,employee,intermediate,car,owner,unknown,no,other,double carriageway,tangent flat,y shape,asphalt,wet,lights,raining,pedestrian,1,4,straight,unknown,unknown,unknown,unknown,unknown,unknown,none,lane change right,slight
4,friday,young,male,junior high,employee,experienced,truck,owner,unknown,unknown,church,other,tangent flat,y shape,asphalt,wet,lights,raining,roadside object,1,4,straight,driver,male,adult,3,unknown,unknown,none,careless,slight
4,friday,young,male,elementary,employee,experienced,truck,owner,unknown,no,office,twoway broken lines,tangent flat,y shape,asphalt,wet,lights,raining,vehicle,1,4,unknown,driver,male,young,3,employee,unknown,none,overtaking,slight
4,friday,young,unknown,unknown,owner,experienced,pickup,owner,aged,no,office,twoway broken lines,tangent flat,y shape,asphalt,wet,lights,raining,vehicle,1,4,straight,driver,female,senior,3,driver,unknown,none,lane change right,slight
15,saturday,young,male,junior high,employee,experienced,other,owner,used,unknown,other,undivided,tangent mountain,y shape,asphalt,dry,daylight,normal,vehicle,1,1,straight,driver,male,minor,1,driver,unknown,none,distance,slight
8,friday,minor,male,junior high,owner,experienced,car,owner,used,unknown,residential,undivided,tangent flat,crossing,asphalt,wet,daylight,raining,vehicle,1,1,stopping,driver,male,young,3,driver,unknown,none,other,slight
0,sunday,young,male,illiterate,employee,intermediate,car,owner,unknown,no,residential,undivided,tangent flat,y shape,asphalt,dry,lights,normal,vehicle,2,2,straight,unknown,unknown,unknown,unknown,self-employed,normal,none,lane change right,slight
0,sunday,adult,male,junior high,employee,experienced,truck,owner,old,yes,unknown,twoway broken lines,tangent flat,y shape,asphalt,dry,lights,normal,vehicle,2,2,overtaking,driver,male,young,3,driver,normal,none,lane change right,slight
0,sunday,adult,male,junior high,employee,novice,threewheeler,owner,unknown,yes,other,other,tangent flat,y shape,asphalt,dry,lights,normal,pedestrian,2,2,straight,driver,male,senior,3,other,normal,none,overtaking,slight
0,sunday,young,male,junior high,employee,junior,car,owner,unknown,no,office,unknown,downhill,no junction,asphalt,wet,lights,raining and windy,roadside object,2,1,backward,unknown,unknown,unknown,unknown,unknown,unknown,none,other,slight
0,sunday,young,male,elementary,employee,intermediate,truck,governmental,unknown,no,school,double carriageway,tangent flat,no junction,dirt,wet,lights,raining and windy,vehicle,2,1,straight,driver,male,adult,3,driver,normal,none,lane violation,slight
15,saturday,unknown,female,elementary,employee,intermediate,truck,owner,unknown,no,other,twoway broken lines,downhill,y shape,asphalt,dry,daylight,cloudy,vehicle,2,2,straight,driver,male,senior,3,self-employed,normal,none,overtaking,slight
15,saturday,adult,male,elementary,employee,experienced,truck,owner,old,no,other,twoway broken lines,tangent rolling,y shape,unknown,dry,daylight,cloudy,vehicle,2,2,unknown,driver,male,senior,3,self-employed,normal,none,priority violation,slight
15,saturday,adult,male,junior high,employee,experienced,car,governmental,unknown,no,church,twoway broken lines,tangent flat,y shape,asphalt,dry,daylight,cloudy,vehicle,2,2,straight,unknown,unknown,unknown,unknown,self-employed,normal,none,backward,slight
16,saturday,minor,male,junior high,employee,veteran,car,owner,unknown,unknown,other,twoway broken lines,tangent grade,y shape,asphalt,wet,lights,raining,vehicle,2,1,straight,unknown,unknown,unknown,unknown,driver,blind,none,priority violation,slight
1,friday,minor,male,junior high,employee,veteran,bus,governmental,unknown,no,residential,double carriageway,tangent flat,y shape,asphalt,dry,lights,normal,vehicle,2,2,backward,driver,male,young,3,driver,normal,none,pedestrian violation,slight
1,friday,adult,male,junior high,owner,veteran,bus,owner,unknown,unknown,office,twoway broken lines,tangent flat,y shape,asphalt,dry,lights,normal,vehicle,2,2,straight,passenger,female,young,3,self-employed,normal,none,lane change right,slight
19,monday,senior,male,junior high,employee,unknown,other,owner,unknown,unknown,office,undivided,tangent flat,crossing,asphalt,wet,darkness,normal,vehicle,2,3,straight,driver,male,adult,2,driver,normal,none,lane change right,slight
19,monday,adult,male,junior high,employee,experienced,car,owner,new,unknown,office,twoway broken lines,tangent flat,crossing,asphalt,wet,darkness,normal,vehicle,2,3,unknown,unknown,unknown,unknown,unknown,driver,normal,none,lane change right,slight
19,monday,adult,male,junior high,employee,intermediate,car,organization,recent,unknown,church,unknown,tangent flat,crossing,asphalt,wet,darkness,normal,vehicle,2,3,straight,driver,male,minor,3,driver,normal,none,lane violation,slight
19,tuesday,young,male,elementary,employee,experienced,bus,owner,unknown,unknown,office,twoway broken lines,tangent flat,crossing,asphalt,wet,lights,normal,vehicle,2,1,straight,unknown,unknown,unknown,unknown,driver,normal,none,lane change left,slight
19,tuesday,young,male,junior high,employee,intermediate,bus,owner,recent,unknown,office,twoway broken lines,tangent grade,crossing,gravel,wet,lights,normal,vehicle,2,1,straight,pedestrian,female,minor,3,driver,normal,unknown,backward,slight
17,saturday,senior,male,high school,owner,experienced,car,owner,unknown,unknown,office,twoway broken lines,tangent grade,no junction,asphalt,wet,lights,raining,vehicle,2,1,rollover,unknown,unknown,unknown,unknown,driver,normal,none,high speed,slight
17,saturday,young,male,junior high,employee,veteran,other,owner,old,no,office,twoway broken lines,tangent flat,no junction,asphalt,wet,lights,raining,pedestrian,2,1,straight,driver,male,adult,3,unknown,normal,none,backward,slight
21,sunday,adult,male,junior high,employee,intermediate,pickup,owner,unknown,no,other,twoway broken lines,tangent flat,y shape,asphalt,dry,lights,normal,roadside object,2,1,straight,unknown,unknown,unknown,unknown,employee,normal,none,distance,slight
21,sunday,adult,unknown,elementary,employee,intermediate,truck,owner,unknown,no,residential,double carriageway,tangent flat,y shape,asphalt,dry,lights,normal,roadside object,2,1,straight,passenger,female,young,3,unknown,unknown,none,other,slight
14,monday,senior,male,high school,owner,veteran,car,owner,unknown,no,church,undivided,tangent flat,y shape,asphalt,dry,daylight,normal,vehicle,2,2,backward,driver,male,young,2,driver,normal,none,priority violation,slight
14,monday,senior,male,elementary,employee,junior,car,owner,unknown,no,other,twoway broken lines,tangent flat,y shape,asphalt,dry,daylight,normal,vehicle,2,2,exiting,unknown,unknown,unknown,unknown,self-employed,normal,none,lane change right,slight
14,monday,young,unknown,junior high,employee,veteran,truck,owner,unknown,no,recreational,twoway broken lines,tangent flat,y shape,asphalt,dry,daylight,normal,vehicle,2,2,straight,unknown,unknown,unknown,unknown,self-employed,normal,none,other,slight
17,sunday,senior,male,junior high,owner,experienced,other,owner,unknown,no,industrial,undivided,tangent grade,crossing,asphalt,wet,lights,normal,vehicle,2,1,straight,unknown,unknown,unknown,unknown,self-employed,normal,none,careless,slight
21,saturday,young,male,higher education,employee,experienced,car,owner,unknown,no,other,twoway broken lines,tangent flat,crossing,asphalt,wet,lights,raining,roadside object,2,1,straight,driver,male,adult,3,unknown,unknown,none,distance,slight
21,saturday,young,male,junior high,employee,experienced,car,owner,unknown,unknown,other,other,tangent flat,crossing,asphalt,wet,lights,raining,vehicle,2,1,straight,pedestrian,female,young,3,self-employed,normal,none,backward,slight
7,tuesday,young,male,junior high,employee,veteran,car,owner,old,no,church,other,tangent flat,y shape,asphalt,wet,daylight,normal,vehicle,2,1,straight,unknown,unknown,unknown,unknown,driver,normal,none,distance,slight
7,tuesday,adult,male,junior high,employee,junior,car,owner,old,no,church,undivided,tangent flat,y shape,asphalt,wet,daylight,normal,vehicle,2,1,straight,driver,male,minor,3,self-employed,normal,none,backward,slight
10,wednesday,adult,male,junior high,employee,intermediate,truck,owner,unknown,no,other,twoway broken lines,tangent flat,no junction,asphalt,wet,daylight,other,vehicle,1,1,straight,driver,male,adult,2,self-employed,normal,none,pedestrian violation,slight
13,wednesday,adult,male,junior high,employee,novice,other,owner,unknown,no,other,oneway,tangent flat,no junction,asphalt,wet,daylight,raining,vehicle,2,3,straight,passenger,female,young,3,self-employed,normal,none,lane change left,slight
13,wednesday,adult,male,junior high,employee,veteran,pickup,governmental,used,unknown,recreational,twoway broken lines,tangent flat,no junction,asphalt,wet,daylight,raining,vehicle,2,3,straight,unknown,unknown,unknown,unknown,driver,normal,none,distance,slight
13,wednesday,adult,male,junior high,employee,junior,car,owner,used,unknown,other,undivided,tangent flat,no junction,asphalt,wet,daylight,raining,pedestrian,2,3,straight,unknown,unknown,unknown,unknown,employee,normal,none,other,slight
11,thursday,young,male,higher education,employee,experienced,other,owner,old,unknown,office,undivided,tangent flat,y shape,other,dry,daylight,normal,pedestrian,2,1,backward,driver,male,minor,3,unknown,normal,none,distance,slight
11,thursday,young,male,junior high,employee,experienced,pickup,owner,old,no,church,twoway broken lines,tangent flat,y shape,asphalt,dry,daylight,normal,roadside object,2,1,straight,driver,male,young,3,unknown,unknown,none,pedestrian violation,slight
16,friday,unknown,female,elementary,owner,novice,car,owner,used,unknown,office,twoway broken lines,tangent flat,y shape,asphalt,wet,lights,normal,pedestrian,3,1,straight,unknown,unknown,unknown,unknown,unknown,unknown,none,backward,slight
16,friday,adult,male,unknown,unknown,unknown,truck,unknown,unknown,no,office,undivided,tangent mountain,y shape,asphalt,wet,lights,normal,vehicle,3,1,straight,unknown,unknown,unknown,unknown,unknown,unknown,none,pedestrian violation,slight
16,friday,senior,unknown,junior high,employee,veteran,car,owner,used,no,other,undivided,tangent flat,y shape,asphalt,wet,lights,normal,vehicle,3,1,straight,driver,male,young,3,self-employed,normal,none,distance,slight
1,friday,adult,male,junior high,unknown,unknown,unknown,governmental,unknown,unknown,residential,twoway broken lines,tangent flat,no junction,asphalt,wet,lights,normal,vehicle,1,1,straight,passenger,female,young,3,driver,normal,none,pedestrian violation,serious
20,monday,young,male,junior high,employee,junior,car,owner,used,no,office,twoway broken lines,tangent grade,no junction,asphalt,wet,lights,raining,roadside object,2,1,straight,driver,male,young,3,unknown,unknown,none,careless,serious
20,monday,young,male,junior high,owner,intermediate,car,owner,used,unknown,residential,other,tangent flat,no junction,asphalt,wet,lights,raining,roadside object,2,1,straight,driver,male,young,3,unknown,unknown,none,improper exit,serious
17,wednesday,young,male,unknown,employee,unknown,special,owner,unknown,no,residential,twoway broken lines,tangent flat,no junction,other,wet,darkness,windy,vehicle,2,3,straight,passenger,female,young,3,driver,normal,none,careless,slight
17,wednesday,young,unknown,junior high,employee,veteran,unknown,owner,unknown,no,other,double carriageway,tangent flat,no junction,asphalt,wet,darkness,windy,vehicle,2,3,straight,unknown,unknown,unknown,unknown,driver,normal,none,lane change left,slight
17,wednesday,young,male,junior high,owner,intermediate,car,owner,unknown,no,hospital,oneway,tangent flat,no junction,asphalt,wet,darkness,windy,vehicle,2,3,straight,driver,male,young,3,self-employed,normal,none,priority violation,slight
17,wednesday,senior,male,junior high,employee,experienced,car,governmental,unknown,no,other,undivided,tangent flat,y shape,asphalt,wet,lights,raining,vehicle,1,1,straight,unknown,unknown,unknown,unknown,driver,normal,none,lane change right,slight
